"StratifiedMC: 3.0393+-5E-06"
-0.550206888501822 -0.837650897487835
-0.550543025337791 -0.835195447299721
-0.550664452863148 -0.834859858102798
-0.550384511423815 -0.842483748222868
-0.549377381271626 -0.830352152524156
-0.549501465362796 -0.837343273514052
-0.548871303096823 -0.828850510559615
-0.549780956887378 -0.843428241001525
-0.549038475275763 -0.841734246400818
-0.548998308128909 -0.841662965000916
-0.549555309374111 -0.829756730360564
-0.549443259012892 -0.836298444508597
-0.548972228069555 -0.838943445186977
-0.548747164808864 -0.831868258132014
-0.547476895191092 -0.830879483569707
-0.550093075851371 -0.82729404401432
-0.542440974900937 -0.826217497588935
-0.528649393176846 -0.818553932654231
-0.621227594963846 -0.806794621313274
-0.590599174980877 -0.807132139352008
-0.577785725843411 -0.804976250012394
-0.624928075594619 -0.803283514792639
-0.605123080907854 -0.79788265483559
-0.599980271171435 -0.801792633343682
-0.601478835866107 -0.804581777836525
-0.599692006801927 -0.80251731023135
-0.601187352445602 -0.803492935479324
-0.601149614328996 -0.799480047296432
-0.601538214002164 -0.800335094825433
-0.600729846634362 -0.802202284003877
-0.60112679778447 -0.802590018068191
-0.60147822448285 -0.802500521948678
-0.598936771750828 -0.79770850747848
-0.598213398028552 -0.804175620214426
-0.597184519940818 -0.803507150805122
-0.596593986630711 -0.803523757094266
-0.595753233157462 -0.800968247705983
-0.596678719820829 -0.79723361513987
-0.595129683582587 -0.80160739111527
-0.587190343646072 -0.802155320815203
-0.611410395112254 -0.793575373487611
-0.607900601618208 -0.796808701468277
-0.607455855887581 -0.795486453716684
-0.607119432104669 -0.795527894577217
-0.606032292679891 -0.795494322265125
-0.605771494354626 -0.7956647527916
-0.601667277323989 -0.795087457763734
-0.606663018234587 -0.794845489166583
-0.594191204272853 -0.794487812264176
-0.597873247543349 -0.791920329439984
-0.604852389927768 -0.787421670912554
-0.582727412950004 -0.791822811142459
-0.521827121391812 -0.794498312293202
-0.605594350248852 -0.777220059519038
-0.462129665404619 -0.97059066816377
-0.351911662426736 -0.995901311542094
-0.346314641662787 -0.958200172923715
-0.361666863516051 -0.949510826411051
-0.365332923126562 -0.942742969857758
-0.338735155540628 -0.943026038169436
-0.343727443804017 -0.939763483506939
-0.34314743430031 -0.941399465329593
-0.342996531955056 -0.939222893269182
-0.34289114073138 -0.938585103499059
-0.342850908269143 -0.93778088345984
-0.34284842891671 -0.939542996026872
-0.342787349585115 -0.93988977071533
-0.342290854302067 -0.940939334219148
-0.342240646088592 -0.939837257251562
-0.341315531336253 -0.941142764084239
-0.339839850679708 -0.937569877476595
-0.329537339509191 -0.939664809076119
-0.32403165547103 -0.942275380390533
-0.306199596056808 -0.965221523480244
-0.30432290439768 -0.962899011811718
-0.296938601957693 -0.968252765196435
-0.294340544371791 -0.957793080519323
-0.281950600743911 -0.964738527456526
-0.280324653612776 -0.967732414508172
-0.263866953925662 -0.96694213734288
-0.26545654758403 -0.964695823771694
-0.265392335421557 -0.960969967609359
-0.265596381843566 -0.963591080382101
-0.265256457926681 -0.961942504357025
-0.265439130456029 -0.963670180717053
-0.265169121297746 -0.960948874173488
-0.264857569418707 -0.963481550428062
-0.264962471125419 -0.963025482039547
-0.264794719846418 -0.962282638784644
-0.265083508284509 -0.96465543791592
-0.264734081632054 -0.964752488807747
-0.264952840844131 -0.962620745377409
-0.264160401825166 -0.962758765722294
-0.263574556604408 -0.968174648627342
-0.26232951725666 -0.965356789553209
-0.262356486755677 -0.964601503930568
-0.262629253405036 -0.967882745935236
-0.262300540078557 -0.964450538865821
-0.262454724582428 -0.963385731954307
-0.262646675651217 -0.962788243964449
-0.261983847764109 -0.963785682493343
-0.261990992974133 -0.964538662215858
-0.26174820888697 -0.968391890542822
-0.262142436501078 -0.963545486106646
-0.26199730064481 -0.966063387505187
-0.262028270515574 -0.964708537625421
-0.261739519846752 -0.963318224913763
-0.261024106427289 -0.966472112157893
-0.25876361877589 -0.96414494807472
-0.252471113116612 -0.967840043114424
-0.269276043918462 -0.954744688828968
-0.304655941607038 -0.938438346828189
-0.47091930975249 -0.925656046319942
-0.424360861369926 -0.919337919148075
-0.403857175805365 -0.93500202122843
-0.384629440934923 -0.930437393257656
-0.38063120711275 -0.928033969502534
-0.389087207032583 -0.924524620647714
-0.380874056837463 -0.925191048572467
-0.379346111924156 -0.925553291058244
-0.380483209432948 -0.925027263760161
-0.380304251517114 -0.924851795114613
-0.379892616548664 -0.925288169960252
-0.380077941942125 -0.924940825393328
-0.380010446967051 -0.924838588509162
-0.379982463811491 -0.925021464952452
-0.379933640593459 -0.92503831160621
-0.379888092387037 -0.924922623361565
-0.379715966287826 -0.925138640942506
-0.379233371536127 -0.925210550677055
-0.379889890007238 -0.924702627899431
-0.379754957097643 -0.922480082427055
-0.376129847886276 -0.923970007087585
-0.405119802771352 -0.91536041666101
-0.40099057997332 -0.921341393328227
-0.399657726045575 -0.919550513574731
-0.398976777793474 -0.919032541648034
-0.398865888255586 -0.920598790934806
-0.398875029974226 -0.916429038715443
-0.398855863475066 -0.914322964534343
-0.398846257044268 -0.916240694407966
-0.398832966557534 -0.91544780502837
-0.398752453149631 -0.916408207612404
-0.39853495024015 -0.915809123848607
-0.392870046021153 -0.914928475773598
-0.402140571282776 -0.910360491781925
-0.385868445043856 -0.917087900901196
-0.4964250622708 -0.905442681323245
-0.495942284132909 -0.880158226066343
-0.48083029333628 -0.880832150275624
-0.476202764075257 -0.877365252659011
-0.473207712629376 -0.885333702147628
-0.47092939256992 -0.88289358463957
-0.472602109096872 -0.881580927870681
-0.472317455662916 -0.881297888503672
-0.472255416145868 -0.882326370434158
-0.472168597450093 -0.882576218616468
-0.472206277964592 -0.881800302167432
-0.472199012826821 -0.881426503143339
-0.472189052656272 -0.881438518425099
-0.472181759593908 -0.881492921094104
-0.472220828593006 -0.881164717751204
-0.472342101119206 -0.879818718312406
-0.472162559482283 -0.880272771347063
-0.472032540954097 -0.878048289732361
-0.470869284601199 -0.881345302713497
-0.469790292016599 -0.876648453938145
-0.469708929368997 -0.881168156101156
-0.469579494349648 -0.875516430234952
-0.46946259977698 -0.884963866757154
-0.468805313635383 -0.876417502885238
-0.46760933297575 -0.887851564028624
-0.467822104557422 -0.885407848591357
-0.464705001397241 -0.885565688676624
-0.454731464328527 -0.885940769647824
-0.455591197010347 -0.884276928414465
-0.444048619904927 -0.885771516420859
-0.441607922608549 -0.87699294082724
-0.404216302339554 -0.890607892819381
-0.339533747564784 -0.895334333714719
-0.224720968765775 -0.990797154673863
-0.209339816278936 -0.992986772751837
-0.214684962267637 -0.978840179924342
-0.20941497522128 -0.982417822148816
-0.20811724610308 -0.982746450793608
-0.207893440860236 -0.984268901676792
-0.207877533668405 -0.983645851654389
-0.207833773275728 -0.97891868445841
-0.207823342153034 -0.979882938084938
-0.207811809399197 -0.978110228723192
-0.207788015758194 -0.976667460161528
-0.207778232294131 -0.978508136818615
-0.20777571163319 -0.978514337471096
-0.207777445853318 -0.977896647149631
-0.207774870701566 -0.978091123191719
-0.207771194554835 -0.978268364950394
-0.207766296054343 -0.977967011087202
-0.207765161616646 -0.978367243583693
-0.207764740716467 -0.97816242691369
-0.207764272364472 -0.978158463587708
-0.207764071935886 -0.978262967923452
-0.207763802241746 -0.978255997940145
-0.207763839970054 -0.978044749903014
-0.207764898787074 -0.977564600545987
-0.207776308914737 -0.977357027468685
-0.207543331250019 -0.981569590340372
-0.207477045267731 -0.976659943851746
-0.204617793361435 -0.984023084329074
-0.195906111632488 -0.984276351892685
-0.202319845440423 -0.982041070925156
-0.193358154688212 -0.98233200272712
-0.191138908306005 -0.981620976555487
-0.189592836354742 -0.982375321484347
-0.19013455293234 -0.981920466581578
-0.1904004858486 -0.981803751404481
-0.190390110646699 -0.98176673695722
-0.189980951210391 -0.981775392218776
-0.190087758099662 -0.981773037537524
-0.190092761456938 -0.981769451242338
-0.190037325101615 -0.981767962270893
-0.190068769720656 -0.981765847618989
-0.189947173483236 -0.981750662317026
-0.190327161163291 -0.981746722904374
-0.190279439736728 -0.981748534499483
-0.190262473450197 -0.981740210809547
-0.190232066741494 -0.981740892119421
-0.190244206160787 -0.981738046089285
-0.190239633910988 -0.981738257451295
-0.190237001080681 -0.981737815432712
-0.19024296084074 -0.981735916044317
-0.190218631902178 -0.981737150178316
-0.190199755851615 -0.981742341614023
-0.190252827866206 -0.981728586009016
-0.190230116962446 -0.981707403625074
-0.190088452750229 -0.9817119947982
-0.189865808465321 -0.981882910569629
-0.189625648415666 -0.981513872445962
-0.188149302209542 -0.982066013264391
-0.189785528859984 -0.980524818771781
-0.200974739432149 -0.979509846330538
-0.195600329931174 -0.973709984873985
-0.176517886657509 -0.993713445805753
-0.171822050986496 -0.988749338263223
-0.151275371868408 -0.991717842781108
-0.147795743741582 -0.989701129640004
-0.155248287635447 -0.988372814598776
-0.151375962171646 -0.988940234689915
-0.150839549133006 -0.988741754310284
-0.15006894719189 -0.988753546738472
-0.149664743464544 -0.988724640430526
-0.14897280411767 -0.988747085719002
-0.148842529795918 -0.988691470770014
-0.151785871922324 -0.988606006094935
-0.151303420871015 -0.988646837728623
-0.149386751382268 -0.988601317198295
-0.150549039716753 -0.988546005741237
-0.151792096050228 -0.988392258687947
-0.142492062525849 -0.989122009173962
-0.137118932629351 -0.989331853198144
-0.180782893967772 -0.98764069542419
-0.171092222684455 -0.984983368422319
-0.161860545979719 -0.987769162361235
-0.163915556687175 -0.986854401619684
-0.163977657822176 -0.986638570299678
-0.162428800715737 -0.986751367129015
-0.163398828629088 -0.986430365047502
-0.161598062691826 -0.986634701705186
-0.160920667859856 -0.986376920325279
-0.160683807162759 -0.987151896130328
-0.160404841356128 -0.986352284669021
-0.160188103763986 -0.987197272927865
-0.159850885018244 -0.98690380769885
-0.16308072714264 -0.986077203836313
-0.146773039460775 -0.987287847441158
-0.179483854062615 -0.981199779851863
-0.212353247665965 -0.950076333791402
-0.112921855581422 -0.987365074275231
-0.114356963599267 -0.903971112521352
-0.371209146162127 -0.789417015872624
0.0771072510174044 -0.989566258702924
0.135125820122252 -0.992429264220958
0.127866929449254 -0.990878713391185
0.136003081537304 -0.990173782906794
0.137025843034423 -0.991624441269516
0.139674391677102 -0.991152408722628
0.139368595576668 -0.990613127541286
0.136970051935467 -0.9902945600343
0.139951494224674 -0.990455725521418
0.140506787860376 -0.988724787410526
0.154490259045905 -0.991179297535822
0.131223336825484 -0.985771409833173
0.176129630674203 -0.988644850893421
0.162270042138591 -0.985797296557146
0.165286096788465 -0.98561655683137
0.167269059240099 -0.987883174267878
0.165975947239512 -0.987278939098803
0.164480787520201 -0.984659442272592
0.167044582161477 -0.986037902623913
0.164435378878071 -0.986818714930679
0.166542710968561 -0.985343585953611
0.171058373372563 -0.98725705352033
0.170518877338787 -0.988031307531739
0.170216823965485 -0.988124153702228
0.169192823461914 -0.988248316347365
0.168646044838485 -0.987002623466965
0.171824568045826 -0.987611269701717
0.168992105600886 -0.98671858490452
0.170615492973734 -0.986118143055949
0.174059800015237 -0.984582930104904
0.187271196191325 -0.986491912691312
0.221657484523793 -0.994111054515983
0.133474101199989 -0.976341563382345
0.195130828262251 -0.983198925248323
0.194126685575059 -0.98181284549736
0.192678790832953 -0.980865127623204
0.196503696356203 -0.981188021793394
0.207401443216613 -0.981304469843442
0.191488075457566 -0.979411026662509
0.20972531873429 -0.978626353365195
0.206023844409614 -0.977619761435145
0.207739029884908 -0.977482854990259
0.208652675128933 -0.978505254422084
0.209742027468463 -0.97820837729327
0.210310152805213 -0.978225198324118
0.210523806237496 -0.978029624518286
0.210696486645817 -0.977947485373269
0.210756335886033 -0.977197507302503
0.214259290861901 -0.977737203373728
0.216210273500746 -0.97113944518171
0.237705035900676 -0.984125666531211
0.233431265266988 -0.972522881269407
0.239606203597467 -0.975160156057684
0.234549272948324 -0.971537073793504
0.235430433837828 -0.972207528095869
0.236237150269702 -0.971148347931583
0.236591447676469 -0.971589780223852
0.237705490218746 -0.971575278029783
0.239532158736111 -0.972488068053202
0.238558106162729 -0.969143236208039
0.242361511154822 -0.976300525642606
0.242469238695907 -0.951997052113641
0.271448020193003 -0.988997639428241
0.294466290061579 -0.961085225702914
0.268549517562403 -0.954411758154182
0.284590598037276 -0.956174630192946
0.335948088275477 -0.965437451754318
0.297335653587866 -0.952373535984966
0.268186788490595 -0.948287593033022
0.343508326477491 -0.949002112152938
0.314052094633366 -0.948713631304989
0.323598178345203 -0.948622444058635
0.316105887571981 -0.948561762587509
0.325278248061788 -0.948420844240301
0.339754716120255 -0.948346804710858
0.336125198253372 -0.947517100518897
0.347499108787742 -0.947583166365041
0.263874007308099 -0.947263599665802
0.3316878388958 -0.947179447939521
0.257950654606312 -0.945612817660871
0.292307514193145 -0.945154796248898
0.396128684350349 -0.965031644866118
0.205368806005162 -0.930360229158709
0.289765571844655 -0.9220156915763
0.43588799284696 -0.922648258805926
0.473017333557605 -0.923271261323602
0.397993081260004 -0.879975921869616
0.441158946648896 -0.899698396319441
0.45999264274316 -0.895233833955317
0.450969481505032 -0.891509443514636
0.458161262346565 -0.893950142011547
0.492462274964183 -0.89438722949301
0.48879146857713 -0.890112438468111
0.451923047490149 -0.87914994958021
0.47066359944436 -0.88235116223383
0.471664521794985 -0.882470775898651
0.470937243464045 -0.882129983553137
0.471134252075531 -0.882130303291002
0.471552369910737 -0.882157764689659
0.470750835807302 -0.882041060053932
0.471080047615549 -0.881980264471121
0.471572026559165 -0.882025395278478
0.471208796957179 -0.881871564817646
0.472536815828279 -0.882639939027205
0.471591393753856 -0.880904831468818
0.473522346303474 -0.882454624379367
0.475130430294727 -0.88040551175415
0.482822352990484 -0.881252532347572
0.485115052455857 -0.880221087271523
0.446523865659965 -0.877666090167045
0.474700117879408 -0.876931775564107
0.477872491536501 -0.877877894677543
0.478742556789363 -0.877658991386271
0.479523755809354 -0.877825266315491
0.479637926914489 -0.877816288021169
0.479692635011866 -0.877291849939114
0.479720286811805 -0.878752309174543
0.479708558362814 -0.877647568585285
0.479715296457564 -0.877893693000698
0.479726668617682 -0.877343697447213
0.479630941895331 -0.875010381087127
0.479849979868785 -0.877811993177092
0.480013665191124 -0.877489717443745
0.480219075438581 -0.876011761766238
0.480333471734178 -0.877947714046522
0.480390179819998 -0.875138480649249
0.480430412388028 -0.876515107199135
0.480439914247342 -0.877780244634253
0.48046092012655 -0.878218353245436
0.483387044173918 -0.875877609067583
0.487517027069415 -0.877502471297049
0.382477968177981 -0.837769910501209
0.987887402292289 -0.895543032859239
0.516021208219356 -0.872146726624614
0.517136695788189 -0.866708271827296
0.503292788174518 -0.859502575715001
0.515433948570628 -0.862684208513833
0.507973851329173 -0.86059325841154
0.508365626298799 -0.860804224345185
0.508545205152124 -0.860935838524073
0.508544972618748 -0.861165619727368
0.508545302486972 -0.860970057133788
0.50854519850961 -0.860881336593158
0.5085453771442 -0.861314401139673
0.508545058949666 -0.861037021700305
0.508545704691531 -0.861062203678661
0.508545782663491 -0.86103596793314
0.508545745360261 -0.860901969699882
0.508545633494826 -0.86092270387375
0.508545858750273 -0.860870956671093
0.508545752820545 -0.861037601737599
0.508546350950337 -0.861249624186221
0.508546495211578 -0.861167449258953
0.508547910075588 -0.861020340230736
0.508550750308442 -0.860870207718122
0.508555284736635 -0.86120864935191
0.508561222563423 -0.861230319095239
0.508579495384739 -0.860855870384974
0.508592557874658 -0.861054324382949
0.508600241582097 -0.861136340366695
0.508602931818503 -0.861311940353964
0.508613452753625 -0.860916564303615
0.508545199336595 -0.860735868026674
0.508690376208687 -0.860912883124263
0.509082507964331 -0.860632586691867
0.510580604673503 -0.860850042337238
0.50883708045651 -0.860317577345525
0.509845848121168 -0.860174214828848
0.509779681106131 -0.859969268920785
0.510143995467905 -0.859882091434096
0.510505992598045 -0.85987672146701
0.511623983697929 -0.8602033628071
0.509794300777698 -0.859783998577276
0.510692461749363 -0.859469014950762
0.511052834803794 -0.85961262885687
0.51074339080401 -0.859608820346383
0.511061201373571 -0.859605484139735
0.511124127662193 -0.859601154114471
0.51090865436307 -0.859564390887218
0.511669971593369 -0.85957364707938
0.511464237448644 -0.85950422437816
0.510920663796325 -0.859383464702152
0.51432795151171 -0.859652232367936
0.516147459144365 -0.860272843229231
0.514830481806342 -0.84493634470037
0.546851091094129 -0.869186182896577
0.552916984826055 -0.842236691925086
0.549501263093902 -0.753427196266561
0.624621731723715 -0.847019984693974
0.567962275369424 -0.787659854805754
0.594793314114699 -0.804635024924185
0.59611558762591 -0.793028651818559
0.603395626755572 -0.796161010981118
0.606194808441953 -0.795799219145419
0.609180204040877 -0.79586620120925
0.607126455614751 -0.792985484411482
0.608428113914229 -0.79410332019741
0.607787617633846 -0.793349751472028
0.607922449236531 -0.793605892953179
0.60815492022357 -0.793692289192104
0.608278518187889 -0.793763681719299
0.608312544171912 -0.793595968644419
0.608343575889836 -0.793595442398449
0.608354385100186 -0.793676386181221
0.60835714437801 -0.793673655436793
0.608357887775245 -0.793671502666044
0.608357932813922 -0.793696190656985
0.608357960454652 -0.793660688759938
0.608357986435076 -0.793667516177136
0.608358025906312 -0.793652247558418
0.608358163468398 -0.793667796627359
0.608358283282201 -0.793581894701448
0.608358999809405 -0.793615876276948
0.608365515688716 -0.793597466908417
0.608372822411758 -0.793678624564354
0.60837964879862 -0.793659368964066
0.60838748228934 -0.793647212519691
0.608368098651056 -0.793590446163568
0.608347630687836 -0.793502860303896
0.60804981378653 -0.79297682162974
0.608477229861515 -0.793172012358449
0.608660690342739 -0.793888685645898
0.608782773404138 -0.79379536210938
0.608765627029584 -0.793186225460305
0.608781179807611 -0.793279055116076
0.608783324927685 -0.793318356543345
0.608785077758445 -0.793383126467881
0.608790247778909 -0.79339136913549
0.608794573123377 -0.793248825333552
0.608788898755318 -0.793060934395996
0.608825423183802 -0.793050778965418
0.608856403978976 -0.793454275741168
0.60889266337563 -0.793598370118909
0.609240521154726 -0.793722187315676
0.606741412330531 -0.792012352039374
0.60650608158042 -0.787552696353693
0.613896891003892 -0.807538164020534
0.609694041971273 -0.795121425676463
0.609517657941476 -0.790931570670143
0.609777675461788 -0.791468169182946
0.610074823906287 -0.796311303632784
0.609963103357974 -0.789972676528547
0.61016846636133 -0.791078823412165
0.611109430743807 -0.790853380299192
0.611266917539041 -0.781263851975388
0.612646670932622 -0.793143563836647
0.613817035844726 -0.796168286382124
0.61479939925928 -0.792447503890556
0.614371502101502 -0.786261805688415
0.614727071678649 -0.788295679321534
0.614783203719543 -0.78530388980114
0.615840566508551 -0.790255698721568
0.616660668173363 -0.794163989353012
0.6162686061472 -0.781784879000292
0.616482062568776 -0.7825467668196
0.616566875939493 -0.784086978391726
0.616465017894943 -0.7859235604832
0.616566851322825 -0.789034441593672
0.616508720576373 -0.78830387568779
0.616498667398125 -0.787730457864489
0.616475622954179 -0.782755166314719
0.616469481289534 -0.787027835568513
0.616554116734608 -0.786965510806955
0.616602250020248 -0.786446898163068
0.616648003539685 -0.788850339136744
0.616651199036013 -0.78746599026925
0.61664479366286 -0.783926599372872
0.616641177842774 -0.787141013798661
0.616645473380654 -0.781796925050257
0.61666342388718 -0.785633439458474
0.616659643445576 -0.788503141851573
0.616661877942083 -0.788036878671369
0.61666122123842 -0.788330298429742
0.616663395803028 -0.787449485963565
0.616688274164767 -0.783922204348863
0.61711314658097 -0.788980612265694
0.62133566478053 -0.800241587052118
0.60114757890168 -0.759171265138044
0.660697963134478 -0.865005942435239
0.639131137933177 -0.812050386986602
0.626085975015081 -0.77377708606234
0.627847084655475 -0.779449626615204
0.628719769108925 -0.779001449295582
0.627268635909023 -0.775200740667881
0.630805695352112 -0.779945063171301
0.631108523737228 -0.774486961702257
0.631402641902324 -0.778584538748542
0.631355048892306 -0.777204614604606
0.631401940745743 -0.77648613292382
0.631358562914903 -0.775072241944906
0.631417539139964 -0.775630578890853
0.631442294677976 -0.773561364561886
0.631442701954905 -0.773887444889834
0.631453834085562 -0.774198924295333
0.631443975500078 -0.774398710480902
0.63144265832493 -0.775070753820579
0.631440185457131 -0.775677287351888
0.631444728694933 -0.77514111337666
0.631447388936213 -0.773647826263284
0.631449062022928 -0.777235019875611
0.631467013621978 -0.774507809434497
0.631463147697187 -0.773829941792611
0.631462271745466 -0.775836891217503
0.631456172426092 -0.777137209874031
0.631467556853791 -0.776247081540931
0.631455750715944 -0.776659706658074
0.631462004640287 -0.77456516848413
0.631456845470248 -0.775292136658163
0.631468486765456 -0.774643709239733
0.631535219561245 -0.779330199339726
0.631667095883052 -0.775428848167412
0.631911395780242 -0.774193647998243
0.628237231919827 -0.771649127930763
0.634759549961925 -0.771440021958349
0.628180058383467 -0.755369218250734
0.641293987093688 -0.776344430332291
0.641263909932902 -0.765547551360178
0.649147730517474 -0.758333318099418
0.649467620745579 -0.751192289572473
0.649707599982458 -0.753966034413707
0.65007120861386 -0.752986318229458
0.650257294850627 -0.764502768575244
0.650153141413202 -0.760992262479365
0.650214706765727 -0.759721852152304
0.650307951693709 -0.760786236807255
0.650347196715466 -0.760782600065359
0.650362571432163 -0.763409443158585
0.650381227063366 -0.760805724397444
0.650191410962428 -0.754350983346947
0.651719047427541 -0.751312346962251
0.652585830793099 -0.762603095993157
0.652973461637496 -0.752761412224039
0.652956620662793 -0.755213743325539
0.652883093312222 -0.753091970656517
0.652878861162229 -0.764007520439165
0.653000257929272 -0.753056442075435
0.653114430675505 -0.762611493546917
0.653170224731569 -0.756886020524258
0.65310890996058 -0.76103397348711
0.653258352363167 -0.757152973350151
0.653316938930173 -0.756690811303475
0.653298090008424 -0.753280924503706
0.653395663386767 -0.758667492711936
0.65375762601443 -0.755082432837846
0.653881649482889 -0.75960443140222
0.654322758454794 -0.764018564600681
0.655446170418112 -0.760222970723802
0.655678930643565 -0.760641873913709
0.655948572799248 -0.754995706362531
0.681481368065687 -0.797265581575812
0.738850528660161 -0.750345069973425
0.884534110959868 -0.824637963820546
-0.751623116201546 -0.6669416142008
-0.71895349635461 -0.723134076981518
-0.722087627016398 -0.688650608499837
-0.716741344293925 -0.704851846640744
-0.700158174910467 -0.717544587181131
-0.703122797643117 -0.714791229006526
-0.702316757984669 -0.711331360617989
-0.70191893707625 -0.712396964533352
-0.701787595452688 -0.712663102360815
-0.701830163768954 -0.711923169336846
-0.701691190937041 -0.711934982743752
-0.701721928458966 -0.711671490770983
-0.701330106573397 -0.711869826754516
-0.700260420713251 -0.71394993619155
-0.700945106173216 -0.713532835699269
-0.70076646560123 -0.713515245319804
-0.701151556314973 -0.712996945424088
-0.701161867476581 -0.713204736178942
-0.701159631614809 -0.713162146930144
-0.701155519432639 -0.713005145800988
-0.701160807299724 -0.712973048627229
-0.701161665003051 -0.713108669033874
-0.701126412336315 -0.713124933829131
-0.701117582922666 -0.713103765921332
-0.701133306336043 -0.713118962040759
-0.701111113572012 -0.713298130213351
-0.701135911965349 -0.713134547607638
-0.701118346809682 -0.712969736914411
-0.70112613501616 -0.712897006851338
-0.701098829135938 -0.713202633244609
-0.70110722957635 -0.712974612025999
-0.701102162551158 -0.713111726587034
-0.701098572399503 -0.712974618544802
-0.701098293421184 -0.713030315198702
-0.70109823098228 -0.713064102107889
-0.701098313435272 -0.713057310766565
-0.701098219625783 -0.713022587194421
-0.701098333858821 -0.713075483335928
-0.701098240936248 -0.71313001889001
-0.701098274382929 -0.713119596438041
-0.701098064128021 -0.713120465502634
-0.701098075917877 -0.713121735280645
-0.701097981492675 -0.713073978144081
-0.701098013887315 -0.713100428380342
-0.701098044302269 -0.713040819815616
-0.701098023336509 -0.71312058460034
-0.701098142842592 -0.713063982036909
-0.701098081947163 -0.712997454358906
-0.701097872348367 -0.712904218644901
-0.701097063930863 -0.713092660197597
-0.701091324572997 -0.71301164006519
-0.70107233605054 -0.712929801788296
-0.70098140921797 -0.712949585804863
-0.700764865572106 -0.713014167992299
-0.700627643533127 -0.71316515821276
-0.700097679662076 -0.713827930133884
